step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
3310 5.894403e+00 1 2.580783e-05 4.131634e-12 3.009785e-15
3320 5.910310e+00 1 2.576634e-05 4.138299e-12 3.015119e-15
3330 5.926208e+00 1 2.572498e-05 4.144995e-12 3.020453e-15
3340 5.942097e+00 1 2.568374e-05 4.151722e-12 3.025788e-15
3350 5.957977e+00 1 2.564264e-05 4.158477e-12 3.031124e-15
3360 5.973849e+00 1 2.560167e-05 4.165261e-12 3.036460e-15
3370 5.989712e+00 1 2.556083e-05 4.172074e-12 3.041796e-15
3380 6.005566e+00 1 2.552012e-05 4.178914e-12 3.047132e-15
3390 6.021412e+00 1 2.547954e-05 4.185782e-12 3.052469e-15
3400 6.037248e+00 1 2.543910e-05 4.192677e-12 3.057806e-15
3410 6.053077e+00 1 2.539878e-05 4.199599e-12 3.063143e-15
3420 6.068896e+00 1 2.535860e-05 4.206546e-12 3.068481e-15
3430 6.084707e+00 1 2.531855e-05 4.213520e-12 3.073819e-15
3440 6.100510e+00 1 2.527863e-05 4.220518e-12 3.079157e-15
3450 6.116303e+00 1 2.523884e-05 4.227542e-12 3.084495e-15
3460 6.132089e+00 1 2.519918e-05 4.234591e-12 3.089833e-15
3470 6.147865e+00 1 2.515965e-05 4.241663e-12 3.095171e-15
3480 6.163634e+00 1 2.512025e-05 4.248760e-12 3.100510e-15
3490 6.179394e+00 1 2.508097e-05 4.255880e-12 3.105849e-15
3500 6.195145e+00 1 2.504183e-05 4.263024e-12 3.111187e-15
3510 6.210888e+00 1 2.500281e-05 4.270191e-12 3.116526e-15
3520 6.226623e+00 1 2.496392e-05 4.277380e-12 3.121866e-15
3530 6.242349e+00 1 2.492516e-05 4.284592e-12 3.127205e-15
3540 6.258067e+00 1 2.488652e-05 4.291825e-12 3.132544e-15
3550 6.273777e+00 1 2.484800e-05 4.299081e-12 3.137883e-15
3560 6.289478e+00 1 2.480961e-05 4.306359e-12 3.143223e-15
